,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Architecture,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Primary Volume,,,,,,,,,,,,,,,
Supervisor: Fernandez /John,,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6927638,AGREEME,Wuxi,6927638,High,09/01/2013,08/31/2015,,"31,903","11,645",,"24,387","67,935","100,000","67,935","32,065",6927638
,NT,Jieyang,,Performance,,,,,,,,,,,,
,EXECUTED,Energy,,Composite Panel,,,,,,,,,,,,
,3/29/2013,Saving,,Design,,,,,,,,,,,,
,,Technology,,,,,,,,,,,,,,
,,"Co., Ltd",,,,,,,,,,,,,,
6927762,AGRMT,Henkel AG,6927762,Henkedevelopme,05/15/2013,05/14/2014,,,,,,0,"107,055",0,"107,055",6927762
,DTD MAY,& Co. KGaA,,nt Of A Resource,,,,,,,,,,,,
,"15, 2013",,,Efficient,,,,,,,,,,,,
,,,,,Supervisor Total:,,,"31,903","11,645",,"24,387","67,935","207,055","67,935","139,120",
Supervisor: Glicksman /Leon R,,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6890357,AGMT,E.I. Du Pont,6919293,Du-Pont - Mit,01/01/2009,01/30/2017,0,0,0,191,0,191,"711,925","706,575","5,350",6919293
,EFF.,De Nemours,,Alliance Research,,,,,,,,,,,,
,12/10/99,& Company,,,,,,,,,,,,,,
6919993,AGMT.,HULIC Co.,6919993,Integrated,09/01/2009,08/31/2013,0,"10,333","3,772","-7,518","9,310","15,897","549,439","549,439",0,6919993
,DTD. 7/2/09,Ltd,,Natural,,,,,,,,,,,,
,,,,Ventilation And,,,,,,,,,,,,
,,,,Facad,,,,,,,,,,,,
6923287,SUBCONT,Lawrence,6923287,Natural,01/20/2011,12/31/2014,"19,566","23,861","6,681","31,823","44,943","126,874","318,750","302,829","15,921",6923287
,RACT NO.,Berkeley,,Ventilation For,,,,,,,,,,,,
,6947174,National,,Cooling In Comme,,,,,,,,,,,,
,,Laboratory,,,,,,,,,,,,,,
6923287,SUBCONT,MIT -,6923288,Natural,01/20/2011,12/31/2014,,"15,698","4,396",0,"13,563","33,657","190,741","193,085","-2,344",6923288
,RACT NO.,Internal Cost,,Ventilation For,,,,,,,,,,,,
,6947174,Sharing,,Cooling In Comme,,,,,,,,,,,,
6927069,4762-MIT-D,Pennsylvania,6927069,Greater,08/01/2012,01/31/2014,"-9,412","-13,461","-3,244","-9,060","-13,694","-48,871","153,906","153,906",0,6927069
,OE-4261,State,,Philadelphia,,,,,,,,,,,,
,,University,,Innovation Cluster,,,,,,,,,,,,
6927069,4762-MIT-D,Pennsylvania,6928167,Greater,02/01/2013,01/31/2014,"60,219","85,252","19,188","45,265","87,142","297,065","297,065","297,065",-0,6928167
,OE-4261,State,,Philadelphia,,,,,,,,,,,,
,,University,,Innovation Cluster,,,,,,,,,,,,
,,,,,Supervisor Total:,,"70,373","121,684","30,792","60,700","141,265","424,813","2,221,826","2,202,899","18,927",
Supervisor: Larson /Kent,,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
,,,,,,"Page 1 of 3, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Architecture,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6928461,AGREEME,Osram,6928461,Energy Savings,09/01/2013,08/31/2014,,"58,669","20,928","3,753","46,676","130,025","150,000","130,025","19,975",6928461
,NT DATED,"Sylvania,",,In Office Lighting,,,,,,,,,,,,
,9/1/2013,Incorporated,,Using,,,,,,,,,,,,
,,,,,Supervisor Total:,,,"58,669","20,928","3,753","46,676","130,025","150,000","130,025","19,975",
Supervisor: Norford /Leslie Keith,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6916013,AGREEME,National,6916044,Censam Mit -,10/01/2008,09/30/2009,,0,0,0,0,0,"33,677","33,677",-0,6916044
,NT DATED,Research,,Norford Urban,,,,,,,,,,,,
,9/18/07,Foundation,,Airshed Model,,,,,,,,,,,,
6916013,AGREEME,National,6916045,Censam Mit -,10/01/2008,09/30/2009,,,,0,,0,"3,185","3,185",0,6916045
,NT DATED,Research,,Norford,,,,,,,,,,,,
,9/18/07,Foundation,,Interaction Of Buil,,,,,,,,,,,,
6922469,4500000225,Boston,6922469,Efri-Seed,08/15/2010,07/31/2015,"54,248",0,0,"44,986","40,678","139,912","821,251","554,315","266,936",6922469
,,University,,Framework For,,,,,,,,,,,,
,,,,Advanced Sustain,,,,,,,,,,,,
6927564,UGA-0-4102,National,6927564,Residential,03/19/2013,09/30/2013,"6,514",,,0,"3,648","10,162","29,574","29,574",0,6927564
,9-10,Renewable,,Energy Efficiency,,,,,,,,,,,,
,,Energy,,,,,,,,,,,,,,
,,Laboratory,,,,,,,,,,,,,,
,,,,,Supervisor Total:,,"60,762",0,0,"44,986","44,326","150,074","887,686","620,750","266,936",
Supervisor: Reinhart /Christoph,,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6925694,4625-MIT-N,Pennsylvania,6925694,Creating,01/01/2012,01/31/2014,"6,660",,,"1,351","4,078","12,089","67,250","67,250",0,6925694
,SF-8264,State,,Opportunities For,,,,,,,,,,,,
,,University,,Adapation Bas,,,,,,,,,,,,
,,,,,Supervisor Total:,,"6,660",,,,,,,,,
,,,,,,,,,,"1,351","4,078","12,089","67,250","67,250",0,
Supervisor: Tibbits /Skylar,,,,,,,,,,,,,,
P031000,Architecture,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6928276,TBD,"Autodesk,",6928276,Self-Assembly,07/15/2013,07/14/2014,"13,393","19,217","6,707","23,388","29,065","91,769","99,983","91,769","8,214",6928276
,,Incorporated,,"Lab, Mit &",,,,,,,,,,,,
,,,,Autodesk Resear,,,,,,,,,,,,
,,,,,,"Page 2 of 3, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,,
,,,,,,Department: Architecture,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6928876,AGREEME,King,6928876,Self-Assembly,11/15/2013,11/14/2014,,"7,893","2,881","6,674","9,771","27,219","150,000","27,219","122,781",6928876
,NT DATED,Innovation,,Lab,,,,,,,,,,,,
,11/15/13,Inc.,,,,,,,,,,,,,,
,,,,,Supervisor Total:,,"13,393","27,109","9,588","30,062","38,836","118,988","249,983","118,988","130,995",
,,,Primary Volume Total,,,"151,187","239,365","72,952","140,852","299,567","903,923","3,783,800","3,207,848","575,953",
,,,Primary and Secondary Volume Total,,"151,187","239,365","72,952","140,852","299,567","903,923","3,783,800","3,207,848","575,953",
,,,,,,"Page 3 of 3, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Media Laboratory,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Primary Volume,,,,,,,,,,,,,,,
Supervisor: Abelson /Harold,,,,,,,,,,,,,,
P039000,Media Laboratory,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6928698,TBD,Verizon,6928698,Verizon,09/01/2013,07/31/2014,,"50,027","16,984","48,315","64,582","179,907","406,752","179,907","226,845",6928698
,,Foundation,,Innovative App,,,,,,,,,,,,
,,,,Challenge,,,,,,,,,,,,
,,,,,Supervisor Total:,,,"50,027","16,984","48,315","64,582","179,907","406,752","179,907","226,845",
Supervisor: Bletsas /Michail,,,,,,,,,,,,,,
P039010,Media Lab Consortia,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
2745860,MEDIA LAB,Multi-Sponso,6928059,Mlc - Expenditure,07/01/2013,06/30/2016,,,,"58,449","11,890","70,339",0,"70,339","-70,339",6928059
,CONSORTI,red,,- Necsys Captial,,,,,,,,,,,,
,A,Consortium,,,,,,,,,,,,,,
,,,,,Supervisor Total:,,,,,"58,449","11,890","70,339",0,"70,339","-70,339",
Supervisor: Bove /V Michael,,,,,,,,,,,,,,
P039000,Media Laboratory,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6929187,AGREEME,"TIPD, LLC",6929187,Holographic,06/17/2013,03/17/2014,"10,800",,,"6,811","7,389","25,000","25,000","25,000",-0,6929187
,NT DATED,,,Video Display,,,,,,,,,,,,
,2/28/14,,,Using Novel Gu,,,,,,,,,,,,
P039010,Media Lab Consortia,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
2745860,AGREEME,ARAMCO,6929568,Bove - Terrestrial,11/01/2013,10/31/2016,"18,900",,,"33,408","19,887","72,195",0,"72,195","-72,195",6929568
,NT DATED,Services,,Sensing And,,,,,,,,,,,,
,11/1/13,Company,,Interface,,,,,,,,,,,,
,,,,,Supervisor Total:,,"29,700",,,"40,219","27,276","97,195","25,000","97,195","-72,195",
Supervisor: Boyden /Edward,,,,,,,,,,,,,,
P039000,Media Laboratory,,,,,,,,,,,,,,
,,,,,,"Page 1 of 19, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Media Laboratory,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
2744719,AGREEME,NP Org,6926056,"Boyden: Brains,",06/01/2012,05/31/2014,"18,066",0,0,"120,874","69,746","208,685","352,333","352,333",-0,6926056
,NT DATED,Fund for,,"Minds, And",,,,,,,,,,,,
,10/26/11,Dev of,,Machines,,,,,,,,,,,,
,,Center for,,,,,,,,,,,,,,
,,Elab &,,,,,,,,,,,,,,
,,Comm of,,,,,,,,,,,,,,
,,New Tech,,,,,,,,,,,,,,
2744719,AGREEME,NP Org,6926102,Boyden - Next,06/01/2012,05/31/2014,,"27,487","10,033","12,243","27,862","77,625","185,590","185,590",-0,6926102
,NT DATED,Fund for,,Gen Biophotonics,,,,,,,,,,,,
,10/26/11,Dev of,,,,,,,,,,,,,,
,,Center for,,,,,,,,,,,,,,
,,Elab &,,,,,,,,,,,,,,
,,Comm of,,,,,,,,,,,,,,
,,New Tech,,,,,,,,,,,,,,
2744719,AGREEME,NP Org,6927398,Fabricated,01/01/2013,09/30/2013,,,,487,,487,"19,182","19,182",0,6927398
,NT DATED,Fund for,,Equipment -,,,,,,,,,,,,
,10/26/11,Dev of,,Autopatcher Contr,,,,,,,,,,,,
,,Center for,,,,,,,,,,,,,,
,,Elab &,,,,,,,,,,,,,,
,,Comm of,,,,,,,,,,,,,,
,,New Tech,,,,,,,,,,,,,,
2744719,AGREEME,NP Org,6928526,Fabricated,08/16/2013,09/30/2013,,,,"3,456",,"3,456","3,456","3,456",0,6928526
,NT DATED,Fund for,,Equipment - Low,,,,,,,,,,,,
,10/26/11,Dev of,,Profile Neura,,,,,,,,,,,,
,,Center for,,,,,,,,,,,,,,
,,Elab &,,,,,,,,,,,,,,
,,Comm of,,,,,,,,,,,,,,
,,New Tech,,,,,,,,,,,,,,
6920709,SUBAWAR,Boston,6920709,Crcns: Gamma,09/01/2009,08/31/2014,0,0,0,0,0,0,"482,208","504,430","-22,222",6920709
,D NO.,University,,Rythms And Cell,,,,,,,,,,,,
,4500000222,,,Assemblies,,,,,,,,,,,,
6920709,SUBAWAR,Boston,6925849,Fabricated,05/01/2012,08/31/2013,,,,0,,0,"3,515","3,515",0,6925849
,D NO.,University,,Equipment -,,,,,,,,,,,,
,4500000222,,,Virtual Reality E,,,,,,,,,,,,
6920709,SUBAWAR,Boston,6927158,Crcns: Gamma,09/01/2009,08/31/2014,"32,508",,,"54,301","39,758","126,567","277,245","249,499","27,746",6927158
,D NO.,University,,Rythms And Cell,,,,,,,,,,,,
,4500001147,,,Assemblies,,,,,,,,,,,,
6921683,RGP0032/2,Human,6921683,Optical,09/01/2010,02/28/2014,,"1,619",591,"8,411","1,104","11,725","341,339","341,339",0,6921683
,010,Frontier,,Interrogation Of,,,,,,,,,,,,
,,Science,,Motor Cortex To,,,,,,,,,,,,
,,Program,,,,,,,,,,,,,,
6921683,RGP0032/2,Human,6926129,Fabricated,07/05/2012,08/31/2013,,,,"3,101",,"3,101","8,601","8,601",0,6926129
,010,Frontier,,Equipment -,,,,,,,,,,,,
,,Science,,Autopatcher,,,,,,,,,,,,
,,Program,,,,,,,,,,,,,,
,,,,,,"Page 2 of 19, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Media Laboratory,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6922089,5-R01-DA02,NIH,6922089,Novel Platforms,07/01/2010,06/30/2014,0,"85,745","31,297","267,475","192,515","577,033","1,657,700","1,661,911","-4,211",6922089
,9639-04,,,For Systematic,,,,,,,,,,,,
,,,,Optical C,,,,,,,,,,,,
6922089,5-R01-DA02,NIH,6927917,Fabricated,01/01/2013,09/13/2013,,,,0,,0,0,0,0,6927917
,9639-03,,,Equipment -,,,,,,,,,,,,
,,,,Connectoscope,,,,,,,,,,,,
6922794,AGMT.,The Paul G,6922794,Massively-Parallel,10/01/2010,09/30/2013,"13,245","21,016","6,860","47,868","24,755","113,743","780,384","780,384",0,6922794
,#11227,Allen Family,,",",,,,,,,,,,,,
,,Foundation,,Three-Dimensiona,,,,,,,,,,,,
,,,,"l, C",,,,,,,,,,,,
6922794,AGMT.,The Paul G,6924957,Fab Eq -,11/01/2011,09/30/2013,,,,0,,0,"23,910","23,910",0,6924957
,#11227,Allen Family,,High-Density,,,,,,,,,,,,
,,Foundation,,Neural Signal,,,,,,,,,,,,
,,,,Acqu,,,,,,,,,,,,
6922794,AGMT.,The Paul G,6925451,Fab Eq - 3D,01/01/2012,07/31/2013,,,,0,,0,"8,562","8,562",0,6925451
,#11227,Allen Family,,Neural Probe,,,,,,,,,,,,
,,Foundation,,Inserter,,,,,,,,,,,,
6922794,AGMT.,The Paul G,6927567,Mouse Skull,03/01/2013,09/30/2013,,,,"4,619",,"4,619","5,337","5,337",0,6927567
,#11227,Allen Family,,Surgery Device,,,,,,,,,,,,
,,Foundation,,,,,,,,,,,,,,
6922936,4500001216,Boston,6922936,Cognitive,10/01/2010,09/30/2015,,0,0,0,0,0,"238,186","238,704",-518,6922936
,,University,,Rhythms,,,,,,,,,,,,
,,,,Collaborative: A,,,,,,,,,,,,
,,,,Disc,,,,,,,,,,,,
6922936,GC208258N,Boston,6923882,Fab Equipment:,03/20/2011,09/30/2014,,,,0,,0,"66,063","52,802","13,261",6923882
,GA,University,,Wired,,,,,,,,,,,,
,,,,1000Channel,,,,,,,,,,,,
,,,,System,,,,,,,,,,,,
6922936,4500001216,Boston,6927634,Cognitive,10/01/2012,09/30/2014,,"53,218","19,425",,"49,034","121,676","310,643","192,266","118,377",6927634
,,University,,Rhythms,,,,,,,,,,,,
,,,,Collaborative: A,,,,,,,,,,,,
,,,,Disco,,,,,,,,,,,,
6923177,CBET-1053,NSF,6923177,Career: A,09/01/2011,08/31/2016,"13,796","14,057","4,671","59,620","35,096","127,240","395,259","257,672","137,587",6923177
,233,,,Neurophotonic,,,,,,,,,,,,
,,,,Platform For Ca,,,,,,,,,,,,
6923177,CBET-1053,NSF,6927399,Fabricated,01/01/2013,05/31/2013,,,,68,,68,"4,741","4,741",0,6927399
,233,,,Equipment -,,,,,,,,,,,,
,,,,Autopatcher Contr,,,,,,,,,,,,
6924310,5-R01-NS07,NIH,6924310,Genetically-Encod,05/30/2011,04/30/2015,"5,500","68,072","24,386","48,515","92,466","238,939","1,307,137","981,899","325,238",6924310
,5421-04,,,ed Tools For,,,,,,,,,,,,
,,,,Manipulati,,,,,,,,,,,,
6924310,5-R01-NS07,NIH,6926428,Fabricated,05/30/2011,04/30/2014,,,,-164,,-164,"17,788","17,788",0,6926428
,5421-02,,,Equipment -,,,,,,,,,,,,
,,,,Autopatcher Ii,,,,,,,,,,,,
,,,,,,"Page 3 of 19, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Media Laboratory,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6924862,NYSCF-R-N,New York,6924862,Nyscf Project,01/01/2012,12/31/2016,"14,801","10,013","3,441","299,001",0,"327,257","900,000","736,184","163,816",6924862
,I10,Stem Cell,,,,,,,,,,,,,,
,,Foundation,,,,,,,,,,,,,,
6925119,MIT2011-20,The,6925119,A.F. Harvey,01/01/2012,12/31/2014,"25,758","6,622","2,417","39,439",0,"74,236","222,220","195,601","26,619",6925119
,16,Institution of,,Research Prize -,,,,,,,,,,,,
,,Engineering,,Optical Neu,,,,,,,,,,,,
,,and,,,,,,,,,,,,,,
,,Technology,,,,,,,,,,,,,,
6925360,PO,Lincoln,6925360,In Vitro And In,02/01/2012,06/30/2013,0,,,"1,105",668,"1,773","74,839","74,839",0,6925360
,7000183422,Laboratory,,Vivo Analysis Of,,,,,,,,,,,,
,,,,Optical,,,,,,,,,,,,
6925870,HR0011-12-,Defense,6925870,Living Foundries:,05/31/2012,05/31/2013,,"2,136",758,"11,135","1,751","15,781","982,249","982,249",0,6925870
,C-0068,Advanced,,Synthetic,,,,,,,,,,,,
,,Research,,Physiology:,,,,,,,,,,,,
,,Projects,,,,,,,,,,,,,,
,,Agency,,,,,,,,,,,,,,
6926636,1-R01-EY02,NIH,6927397,Fabricated,01/01/2013,08/31/2013,,,,"5,610",,"5,610","14,596","14,596",0,6927397
,3173-01,,,Equipment -,,,,,,,,,,,,
,,,,Multipatcher,,,,,,,,,,,,
6926638,1-R01-GM1,NIH,6926932,Redesigning,06/25/2012,08/31/2014,,"51,479","18,469","76,432","61,534","207,915","189,816","225,304","-35,488",6926932
,04948-01,,,General,,,,,,,,,,,,
,,,,Anesthesia,,,,,,,,,,,,
6928706,1-DP1-NS0,NIH,6928706,Millisecond-Times,09/30/2013,07/31/2014,"2,850","37,975","13,861","139,648","77,110","271,444","780,000","271,444","508,556",6928706
,87724-01,,,cale Whole-Brain,,,,,,,,,,,,
,,,,Neural,,,,,,,,,,,,
6928798,289-H200,Allen,6928798,Increasing The,09/01/2013,04/30/2015,"13,374",,,"34,820","5,403","53,596","210,082","53,596","156,486",6928798
,,Institute for,,Longevity Of,,,,,,,,,,,,
,,Brain,,Human Cortic,,,,,,,,,,,,
,,Science,,,,,,,,,,,,,,
6928799,SUBAWAR,MIT -,6930209,Recording Neural,09/26/2013,08/31/2014,,,,,,0,"25,506",0,"25,506",6930209
,D,Internal Cost,,Activities Onto,,,,,,,,,,,,
,AGREEME,Sharing,,Dna,,,,,,,,,,,,
,NT # 3024,,,,,,,,,,,,,,,
6928799,SUBAWAR,Rehabilitation,6928799,Recording Neural,09/26/2013,08/31/2014,,,,,,0,0,0,0,6928799
,D,Institute of,,Activities Onto,,,,,,,,,,,,
,AGREEME,Chicago,,Dna,,,,,,,,,,,,
,NT # 3024,,,,,,,,,,,,,,,
6928799,SUBAWAR,Rehabilitation,6930094,Year 1:,09/26/2013,08/31/2014,"12,150","161,090","58,798","8,683","129,942","370,663","458,125","370,663","87,462",6930094
,D,Institute of,,Recording Neural,,,,,,,,,,,,
,AGREEME,Chicago,,Activities Onto,,,,,,,,,,,,
,NT # 3024,,,,,,,,,,,,,,,
,,,,,,"Page 4 of 19, Wednesday, September 10, 2014",,,,,,,,
,,,,,Primary and Secondary Volume Report by Supervisor,,,,,,
,,,,,,Department: Media Laboratory,,,,,,,,
,,,,,,Fiscal Period 201412,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
Number,Number,,,,Date,Date,Staff,,,,,,,,Balance,
6928800,AGREEME,Ferro,6928800,Phase Ii Sbir:,08/01/2013,07/31/2014,"13,571","67,643","24,690","58,487","83,282","247,673","226,586","247,673","-21,087",6928800
,NT DATED,"Solutions,",,Closed Loop,,,,,,,,,,,,
,8/1/13,Inc.,,Wireless Opti,,,,,,,,,,,,
6929218,4500001446,Boston,6929218,Causal Analysis,09/01/2013,08/31/2014,"10,958",,,"69,186","18,951","99,094","78,000","99,094","-21,094",6929218
,,University,,Of Electrically,,,,,,,,,,,,
,,,,Connecte,,,,,,,,,,,,
6929280,HR0011-14-,Defense,6929170,Boyden:,01/20/2014,07/19/2014,,"3,347","1,222","38,181","23,939","66,689","99,000","66,689","32,311",6929170
,2-0004,Advanced,,Multimodal,,,,,,,,,,,,
,,Research,,Imaging And,,,,,,,,,,,,
,,Projects,,Multiscal,,,,,,,,,,,,
,,Agency,,,,,,,,,,,,,,
,,,,,Supervisor Total:,,"176,576","611,522","220,919","1,412,601","934,916","3,356,533 10,750,197","9,231,853","1,518,344",
Supervisor: Breazeal /Cynthia Lynn,,,,,,,,,,,,,
P039000,Media Laboratory,,,,,,,,,,,,,,
Master,Government,Sponsor,Project,Project Wbs,Project Wbs,Project Wbs,Graduate,Salaries,Employee,Operating,F&A,Fytd,Auth Total,Cumulative,Unexpend,Project
Project,Contract,Name,Wbs Id_2,Name_2,Effective,Expiration,Student,,Benefits,Expenses,Costs,Amount,,Amount,ed,Wbs Id
